name,artist,id,added_at,added_by,length_seconds
Destruction of Memory - Live Off The Floor at Jukasa Studio,POLARITY,1BWky9xyVOwO9zgSMca8sO,2024-07-03T19:37:34Z,dcgf1cskgtjkfyutncw14t2eu,452
Insane,Reality Suite,2O0uTvmojNVa6GtXUYmnxa,2024-07-07T05:49:04Z,dcgf1cskgtjkfyutncw14t2eu,292
Legendary,Reality Suite,4D1jgb4I0H9UrxIAu1HjBc,2024-07-07T05:49:29Z,dcgf1cskgtjkfyutncw14t2eu,233
I Will Never Write You A Lovesong - Rock Version,Miss Torsion,6WSqmfVnuKWIBJqdPwqkty,2024-07-08T17:48:14Z,dcgf1cskgtjkfyutncw14t2eu,252
All for Nothing,Entheos,6yiS30wp78hd0hntTQ8iyV,2024-07-10T16:15:22Z,dcgf1cskgtjkfyutncw14t2eu,213
This Again?!,Bad At Being A Girl,1jCXeOXsoi9d8iz8WBbPZ5,2024-07-15T00:26:29Z,dcgf1cskgtjkfyutncw14t2eu,188
Parasite - 2024 Version,Kiara Oliver,0rW5SZMlpmrDFqA4u6e0YF,2024-07-25T00:50:24Z,dcgf1cskgtjkfyutncw14t2eu,182
Blue Jeans,Saint Sappho,2T2sJE6y0RiloByftnl2Ry,2024-07-25T17:30:38Z,dcgf1cskgtjkfyutncw14t2eu,210
My Halo,Ad Infinitum,3DCpqTNoWQXuhY2PCGSXbs,2024-07-27T16:16:26Z,dcgf1cskgtjkfyutncw14t2eu,224
Naked Reflections,Animal Lector,1J6mhdfUmnOx0VQ4wGIVei,2024-07-29T19:57:20Z,dcgf1cskgtjkfyutncw14t2eu,139
Someone's Daughter,Jinjer,2ZGrOclH0r6CFvlVGNVUlO,2024-08-02T14:03:33Z,dcgf1cskgtjkfyutncw14t2eu,257
Dream Stealer,Arch Enemy,5oQHPf5TmzfR55syUrSIeR,2024-08-04T02:30:19Z,dcgf1cskgtjkfyutncw14t2eu,269
Awakening,Unleash The Archers,4RnHlpGuccSJvdiuybu2VD,2024-08-07T00:30:34Z,dcgf1cskgtjkfyutncw14t2eu,437
