name,artist,id,added_at,added_by,length_seconds
Stolen Life,Arch Enemy,47j6K08MLO1PiYsxv7VCVM,2019-10-14T19:07:05Z,dcgf1cskgtjkfyutncw14t2eu,178
Maniacal Miscreation,Cerebral Bore,08IWJTFVU6SA197UeSdIgl,2019-10-14T20:32:10Z,dcgf1cskgtjkfyutncw14t2eu,227
Paralysed,RedHook,3cXgRdLROmbWCuYMeqU1P4,2019-10-15T01:26:01Z,dcgf1cskgtjkfyutncw14t2eu,198
Elevator Girl - English Version,BABYMETAL,0YkWGeq9tlbJBHwqbUZXAP,2019-10-17T12:40:45Z,dcgf1cskgtjkfyutncw14t2eu,165
Control,Red Storm,0MX3mk3vuiD2Le3d9kzE28,2019-10-21T12:16:33Z,dcgf1cskgtjkfyutncw14t2eu,325
Set Me On Fire,Flyleaf,1NMXkYmP983tmztiArxJEn,2019-10-28T16:59:49Z,dcgf1cskgtjkfyutncw14t2eu,217
Weatherman,Dead Sara,26SuQfuqh0IDUC8iHLJncm,2019-11-11T16:24:31Z,dcgf1cskgtjkfyutncw14t2eu,261
6 Underground,Sneaker Pimps,7KvSuH86lIT2aTl9PBCAfd,2019-11-12T04:12:17Z,dcgf1cskgtjkfyutncw14t2eu,228
Fake Happy,Paramore,6t44iU80A0h8WQ7vc4OoRj,2019-11-12T20:04:44Z,dcgf1cskgtjkfyutncw14t2eu,235
Impossible,Lacey Sturm,5iIWTJMWOFl3wCLUiUXxOW,2019-11-12T20:05:04Z,dcgf1cskgtjkfyutncw14t2eu,219
Royals,Otep,5Zs3el62trdIcLjs2fQJf0,2019-11-19T18:37:09Z,dcgf1cskgtjkfyutncw14t2eu,207
The Rise,Sully Erna,0NLzp2U4GLJB0LXkEtZel9,2019-11-20T17:21:35Z,dcgf1cskgtjkfyutncw14t2eu,405
Rose-Colored Boy,Paramore,2RJfK2pOvGpnxC255YOy5k,2019-11-24T23:25:06Z,dcgf1cskgtjkfyutncw14t2eu,212
"The Chain (From ""Gears 5"")",Evanescence,1UhzEMXJx2OjdvzBdLXfut,2019-11-30T15:16:47Z,dcgf1cskgtjkfyutncw14t2eu,252
I Believe (It's Killing Me),Bad Seed Rising,6PyBEd0Q7aJ15FDVM9kl9O,2019-12-05T14:00:31Z,dcgf1cskgtjkfyutncw14t2eu,263
I'm America,Cilver,4qhDzoE6Ih7tab9s6aNTmY,2019-12-05T14:00:34Z,dcgf1cskgtjkfyutncw14t2eu,222
Monument,Carina Round,4UeqLP55ACdAFOserZmlCZ,2019-12-05T14:16:22Z,dcgf1cskgtjkfyutncw14t2eu,279
Die Dreaming,Reality Suite,3uD1dp6eLvnm6vEVubp9lx,2019-12-07T06:47:49Z,dcgf1cskgtjkfyutncw14t2eu,247
Grave (Remix),Reality Suite,65mgrIrfj95vC7humVoGsT,2019-12-07T06:48:04Z,dcgf1cskgtjkfyutncw14t2eu,237
The Red Lights,Reality Suite,2WFNfORAkmOTV4q4iL1cCD,2019-12-07T06:48:34Z,dcgf1cskgtjkfyutncw14t2eu,219
Hello Today,Black Honey,40LwgnDcpUpC2XV3WbK8pi,2019-12-16T13:30:13Z,dcgf1cskgtjkfyutncw14t2eu,152
Downfall,Lacuna Coil,6eR2jeiMILXRto4lxZzzEf,2019-12-23T02:55:18Z,dcgf1cskgtjkfyutncw14t2eu,261
Collision,Atwood,7CB3Jzww4VzagfrE9TYBuH,2019-12-24T00:15:29Z,dcgf1cskgtjkfyutncw14t2eu,252
